time_period,time_identifier,geographic_level,country_code,country_name,age,breakdown_topic,breakdown,number-in_ss_cohort,percentage-level_2,number-level_2,percentage-level_3,number-level_3,percentage-l2_eng_gcse_ac,number-l2_eng_gcse_ac,percentage-l2_eng_gcse_othl2,number-l2_eng_gcse_othl2,percentage-l2_maths_gcse_ac,number-l2_maths_gcse_ac,percentage-l2_maths_gcse_othl2,number-l2_maths_gcse_othl2,percentage-l2_em_gcse_ac,number-l2_em_gcse_ac,percentage-l2_em_gcse_othl2,number-l2_em_gcse_othl2,percentage-l2_with_em,number-l2_with_em,percentage-l2_eng_fsq,number-l2_eng_fsq,percentage-l2_maths_fsq,number-l2_maths_fsq
201819,Academic year,National,E92000001,England,19,Special Educational Need,Identified SEN,79092,52.95857988,41886,26.03676731,20593,40.82460932,32289,45.16512416,35722,37.0770748,29325,40.82966672,32293,29.76533657,23542,33.61022607,26583,30.46199363,24093,x,x,x,x
201819,Academic year,National,E92000001,England,19,Total,Total,541205,81.8333164,442886,57.07393686,308887,77.52773903,419584,79.88784287,432357,73.91820105,400049,76.27387034,412798,68.55017969,370997,71.32214226,385999,68.76580963,372164,2.359549524,12770,2.231686699,12078
201819,Academic year,National,E92000001,England,19 not 16,Sex,Female,265312,x,x,x,x,30.12212964,18942,36.8416849,23064,17.7635989,14310,25.06669659,20107,22.26104396,21089,28.57627047,26980,x,x,x,x,x,x
201819,Academic year,National,E92000001,England,19 not 16,Sex,Male,275893,x,x,x,x,24.95290174,25828,32.79387951,33820,16.84742188,15177,23.78167859,21311,22.08091926,27364,28.96176632,35784,x,x,x,x,x,x
201819,Academic year,National,E92000001,England,19 not 16,Disadvantaged status,Non disadvantaged,391210,x,x,x,x,32.71298813,30937,40.91527008,38525,21.90457164,20833,29.93027678,28332,27.42017193,35182,34.98740869,44737,x,x,x,x,x,x
201819,Academic year,National,E92000001,England,19 not 16,Disadvantaged status,Disadvantaged,149995,x,x,x,x,19.26065163,13833,25.65037583,18359,11.45694049,8654,17.40969866,13086,14.68778361,13271,20.00688094,18027,x,x,x,x,x,x
201819,Academic year,National,E92000001,England,19 not 16,Free School Meal status,FSM not eligible,468577,x,x,x,x,29.50781468,37986,37.32372395,47852,19.31019767,25340,26.88841415,35116,24.48102413,42148,31.58952902,54207,x,x,x,x,x,x
201819,Academic year,National,E92000001,England,19 not 16,Free School Meal status,FSM eligible,72628,x,x,x,x,18.01428609,6784,24.06992858,9032,10.52084126,4147,16.06587467,6302,13.56059791,6305,18.45294574,8557,x,x,x,x,x,x
201819,Academic year,National,E92000001,England,19 not 16,Income Deprivation Affecting Children Index,25% most deprived,135025,x,x,x,x,22.27796326,12745,29.07898429,16582,12.99027034,7717,19.48317877,11513,17.12141789,12481,22.94326436,16677,x,x,x,x,x,x
201819,Academic year,National,E92000001,England,19 not 16,Income Deprivation Affecting Children Index,Lower middle,135025,x,x,x,x,25.94607278,12163,33.04932351,15438,16.51530231,7965,23.36775483,11224,21.02286658,12862,27.39669896,16715,x,x,x,x,x,x
201819,Academic year,National,E92000001,England,19 not 16,Income Deprivation Affecting Children Index,Upper middle,135024,x,x,x,x,29.70658783,10651,37.67336303,13446,19.98525879,7321,27.64609053,10077,24.92901407,12028,32.1648498,15461,x,x,x,x,x,x
201819,Academic year,National,E92000001,England,19 not 16,Income Deprivation Affecting Children Index,25% least deprived,135024,x,x,x,x,35.03189609,9116,43.64156266,11294,24.7906133,6423,33.02051421,8515,30.72105572,10988,38.69012543,13788,x,x,x,x,x,x
201819,Academic year,National,E92000001,England,19 not 16,Special Educational Need,No identified SEN,462113,x,x,x,x,33.08170475,36987,41.20889974,45896,21.4904858,25016,29.53650618,34208,26.85015056,42086,34.25288092,53503,x,x,x,x,x,x
201819,Academic year,National,E92000001,England,19 not 16,Special Educational Need,Identified SEN,79092,x,x,x,x,14.25823471,7783,20.21413591,10988,8.243298057,4471,13.34962691,7210,10.28312095,6367,14.99271491,9261,x,x,x,x,x,x
201819,Academic year,National,E92000001,England,19 not 16,Total,Total,541205,x,x,x,x,26.90650336,44770,34.32288273,56884,17.2799353,29487,24.38863536,41418,22.15895839,48453,28.79478827,62764,x,x,x,x,x,x
